1361059200, 59
1361664000, 128
1362268800, 68
1362873600, 90
1363478400, 64
1364083200, 49
1364688000, 106
1365292800, 65
1365897600, 48
1366502400, 71
1367107200, 136
1367712000, 70
1368316800, 65
1368921600, 83
1369526400, 102
1370131200, 48
1370736000, 46
1371340800, 43
1371945600, 58
1372550400, 74
1373155200, 65
1373760000, 53
1374364800, 58
1374969600, 142
1375574400, 69
1376179200, 56
1376784000, 52
1377388800, 104
1377993600, 46
1378598400, 52
1379203200, 71
1379808000, 57
1380412800, 98
1381017600, 57
1381622400, 109
1382227200, 99
1382832000, 156
1383436800, 56
1384041600, 78
1384646400, 111
1385251200, 128
1385856000, 110
1386460800, 85
1387065600, 106
1387670400, 67
1388275200, 96
1388880000, 129
1389484800, 111
1390089600, 91
1390694400, 162
1391299200, 85
1391904000, 115
1392508800, 113
1393113600, 200
1393718400, 71
1394323200, 88
1394928000, 111
1395532800, 107
1396137600, 220
1396742400, 71
1397347200, 90
1397952000, 78
1398556800, 190
1399161600, 148
1399766400, 92
1400371200, 93
1400976000, 194
1401580800, 107
1402185600, 118
1402790400, 118
1403395200, 106
1404000000, 214
1404604800, 97
1405209600, 136
1405814400, 110
1406419200, 244
1407024000, 97
1407628800, 96
1408233600, 95
1408838400, 96
1409443200, 218
1410048000, 106
1410652800, 87
1411257600, 111
1411862400, 216
1412467200, 118
1413072000, 134
1413676800, 108
1414281600, 288
1414886400, 82
1415491200, 119
1416096000, 133
1416700800, 104
1417305600, 206
1417910400, 141
1418515200, 153
1419120000, 135
1419724800, 178
1420329600, 142
1420934400, 138
1421539200, 188
1422144000, 116
1422748800, 127
1423353600, 187
1423958400, 129
1424563200, 131
1425168000, 164
1425772800, 135
1426377600, 136
1426982400, 127
1427587200, 105
1428192000, 133
1428796800, 101
1429401600, 133
1430006400, 147
1430611200, 151
1431216000, 114
1431820800, 113
1432425600, 133
1433030400, 168
1433635200, 173
1434240000, 143
1434844800, 146
1435449600, 116
1436054400, 146
1436659200, 125
1437264000, 186
1437868800, 173
1438473600, 164
1439078400, 165
1439683200, 211
1440288000, 303
1440892800, 184
1441497600, 120
1442102400, 123
1442707200, 165
1443312000, 125
1443916800, 134
1444521600, 131
1445126400, 140
1445731200, 184
1446336000, 130
1446940800, 104
1447545600, 137
1448150400, 117
1448755200, 141
1449360000, 181
1449964800, 168
1450569600, 150
1451174400, 147
1451779200, 248
1452384000, 282
1452988800, 283
1453593600, 265
1454198400, 168
1454803200, 175
1455408000, 178
1456012800, 193
1456617600, 194
1457222400, 230
1457827200, 176
1458432000, 167
1459036800, 193
1459641600, 163
1460246400, 158
1460851200, 179
1461456000, 167
1462060800, 181
1462665600, 189
1463270400, 201
1463875200, 151
1464480000, 174
1465084800, 199
1465689600, 272
1466294400, 295
1466899200, 261
1467504000, 260
1468108800, 244
1468713600, 212
1469318400, 222
1469923200, 214
1470528000, 199
1471132800, 227
1471737600, 207
1472342400, 210
1472947200, 163
1473552000, 182
1474156800, 209
1474761600, 218
1475366400, 200
1475971200, 174
1476576000, 199
1477180800, 188
1477785600, 171
1478390400, 301
1478995200, 207
1479600000, 192
1480204800, 173
1480809600, 185
1481414400, 228
1482019200, 182
1482624000, 204
1483228800, 247
1483833600, 291
1484438400, 273
1485043200, 294
1485648000, 262
1486252800, 205
1486857600, 290
1487462400, 255
1488067200, 387
1488672000, 381
1489276800, 278
1489881600, 297
1490486400, 260
1491091200, 275
1491696000, 200
1492300800, 267
1492905600, 216
1493510400, 297
1494115200, 303
1494720000, 255
1495324800, 311
1495929600, 278
1496534400, 277
1497139200, 273
1497744000, 261
1498348800, 245
1498953600, 285
1499558400, 268
1500163200, 282
1500768000, 315
1501372800, 304
1501977600, 313
1502582400, 276
1503187200, 274
1503792000, 302
1504396800, 271
1505001600, 284
1505606400, 337
1506211200, 218
1506816000, 206
1507420800, 290
1508025600, 306
1508630400, 287
1509235200, 238
1509840000, 335
1510444800, 361
1511049600, 315
1511654400, 391
1512259200, 342
1512864000, 365
1513468800, 381
1514073600, 350
